,Open,High,Low,pred
0,138.4650,138.4900,138.0300,138.30070645260554
0,138.3500,138.4900,138.2850,138.58121616285587
0,138.2800,138.3551,138.2300,138.47319393581154
0,138.1250,138.3500,138.1250,138.47581253858704
0,138.1250,138.1800,138.0500,138.28175308298745
0,138.1300,138.1651,138.0600,138.27544996823764
0,138.1950,138.2500,138.1000,138.33525683721706
0,137.9638,138.2000,137.9200,138.28689717286204
0,138.0100,138.1750,137.9300,138.24789756619685
0,138.1690,138.1700,137.9500,138.16464922321586
0,138.2800,138.3000,138.1500,138.36418592782582
0,138.1700,138.3000,138.1300,138.41399084350059
0,138.1700,138.2200,138.1200,138.34361119507562
0,138.1200,138.2150,138.1200,138.36989542254722
0,138.0681,138.1600,138.0600,138.3088359553807
0,137.8500,138.0700,137.8410,138.1892325636519
0,138.0900,138.1100,137.8465,138.08004205188138
0,138.1628,138.1990,138.0500,138.27369674644564
0,138.3250,138.3500,138.1650,138.3882689001219
0,138.2300,138.3600,138.2000,138.48232432988306
0,138.3400,138.3800,138.1600,138.39836699759758
0,138.3300,138.3950,138.2700,138.50711915679977
0,138.3600,138.3650,138.2700,138.4657323390368
0,138.1500,138.3700,138.1500,138.4969537479259
0,138.2100,138.2900,138.1100,138.3655368030636
0,138.1650,138.2300,138.1400,138.3709493979649
0,138.2497,138.3050,138.1450,138.38220767848773
0,138.1500,138.2600,138.0950,138.3660284943884
0,138.2000,138.2600,138.1100,138.34828237106944
0,138.1900,138.2851,138.1300,138.39035851149282
0,138.0400,138.2184,138.0300,138.34628329395525
0,138.1400,138.1900,137.9600,138.20594979445056
0,138.0800,138.1950,138.0400,138.31226620860076
0,138.2473,138.3800,138.0100,138.33010021269615
0,138.2400,138.2800,138.1400,138.36451372204232
0,138.1500,138.2700,138.1200,138.39448993535393
0,138.2165,138.2700,138.0899,138.32944833050323
0,138.0755,138.2500,138.0755,138.3870673868443
0,138.0500,138.1100,137.9950,138.22712609068157
0,137.8750,138.0500,137.8200,138.14123770113997
0,137.8800,137.9400,137.8050,138.04041418976018
0,137.7500,137.9700,137.7200,138.07175560489011
0,137.5500,137.7753,137.5500,137.90052874007216
0,137.3500,137.6000,137.3000,137.67812456288542
0,137.6200,137.6300,137.3100,137.54679805997708
0,137.8050,137.8050,137.5700,137.78629857913748
0,137.7200,137.9000,137.7200,138.03551732786525
0,137.2900,137.7225,137.2900,137.801134310059
0,137.3500,137.4200,137.2300,137.48044238410432
0,137.3000,137.3478,137.2200,137.44628297528382
0,137.3700,137.4000,137.2400,137.4611307448571
0,137.2200,137.4500,137.1900,137.54904187591046
0,137.0049,137.2800,137.0036,137.39251988607754
0,136.9419,137.0500,136.8600,137.13309601319136
0,136.9600,137.0600,136.8800,137.14649776329918
0,137.0200,137.0600,136.8900,137.11857875724064
0,136.9000,137.0700,136.6300,136.98346953656346
0,136.8200,137.0250,136.8200,137.154114894746
0,136.6000,136.9200,136.5300,136.96522906170063
0,136.5500,136.7000,136.3100,136.6424687382948
0,136.6100,136.7300,136.4148,136.71632760887053
0,136.8800,136.8800,136.1900,136.48374685518388
0,135.9300,136.8900,135.9300,136.84938463920918
0,136.6000,136.8200,135.9500,136.40738875641978
0,135.0700,135.6500,135.0400,135.66879779694028
0,135.1700,135.2100,135.0200,135.25035727026238
0,135.2900,135.4200,135.1500,135.44860725574165
0,135.5300,135.5450,135.2000,135.44224217258716
0,135.4100,135.5500,135.2800,135.5847571653906
0,135.3700,135.5000,135.3400,135.61975443933375
0,135.2799,135.4000,135.1600,135.4474552367854
0,135.2900,135.4250,135.2400,135.5270046638334
0,135.1800,135.3050,134.9200,135.23527228792153
0,135.1800,135.2300,135.0500,135.28468791056187
0,135.3000,135.4500,135.1100,135.43274339735694
0,135.4800,135.5400,135.0900,135.377451101517
0,135.3700,135.5200,135.2100,135.5276450145601
0,135.2100,135.4300,135.2100,135.55431197232627
0,135.2700,135.4200,135.1700,135.47723259381542
0,134.8450,135.2900,134.7800,135.30982323819114
0,134.8800,134.9900,134.7800,135.05583211627996
0,134.8000,134.9750,134.7000,135.0262165428417
0,134.3782,134.8400,134.3782,134.90946202671245
0,134.3947,134.5200,134.3400,134.61947914694994
0,134.8700,134.8700,134.3225,134.5899246527689
0,135.1200,135.1600,134.8300,135.08439832578
0,135.0300,135.1700,134.9500,135.24581357437506
0,134.8200,135.0900,134.8000,135.18621493491042
0,135.1500,135.1500,134.8100,135.04197738178524
0,135.0400,135.2400,135.0000,135.3355159072579
0,135.0100,135.0600,134.8982,135.1296039769523
0,134.8300,135.0912,134.8200,135.19767248479502
0,134.6300,134.8200,134.6000,134.92566455949088
0,134.3200,134.7600,134.2900,134.80944874189044
0,134.2300,134.4000,134.1500,134.46838225230812
0,134.2500,134.3490,134.1350,134.40430790218986
0,134.2370,134.3050,134.1400,134.3821356721554
0,134.3400,134.4400,134.1300,134.41650908416966
0,133.9900,134.3300,133.9400,134.3849679760806
0,133.8900,134.0700,133.8300,134.15239839551242
0,133.8000,133.9500,133.7500,134.04730956898914
0,133.7200,133.9400,133.7200,134.06297311326384
0,133.8700,133.9900,133.7300,134.01956878661946
0,133.6900,134.0600,133.5900,134.06658807260465
0,133.5900,133.7600,133.5200,133.8360867445002
0,133.3400,133.7200,133.1900,133.6826382220147
0,133.2500,133.4200,133.1150,133.44196401117068
0,133.4700,133.4700,133.0700,133.31079036016004
0,133.6000,133.7200,133.4500,133.74104660197992
0,133.4800,133.6900,133.3800,133.73219922268703
0,133.6484,133.7200,133.3400,133.62077111665786
0,133.8900,133.9300,133.6400,133.88641138351005
0,133.8500,134.2600,133.8100,134.30745931618867
0,133.8000,133.8600,133.6000,133.8532533947595
0,133.7400,133.9000,133.5200,133.8542654305702
0,133.8900,133.9400,133.6100,133.8693351752047
0,134.0000,134.1400,133.8300,134.1403719009997
0,134.0400,134.0607,133.7301,133.97196988484302
0,134.0600,134.3000,133.8900,134.2780509095753
0,134.5000,134.6400,133.9600,134.3344769965601
0,134.7500,134.8100,134.2400,134.54744027929627
0,134.6400,134.9200,134.5200,134.93101997707888
0,134.3400,134.6800,134.1000,134.57797059387633
0,134.7400,134.7900,134.2700,134.56278707456502
0,135.1000,135.1200,134.7200,134.97433918220753
0,134.6100,135.2000,134.5500,135.19130824959552
0,134.2200,134.6300,133.8801,134.4294874024312
0,134.5600,134.5900,134.0801,134.35890353737543
0,134.3450,134.6100,134.2700,134.66136921341382
0,133.9980,134.4850,133.9200,134.48390125065856
0,133.6600,134.4500,133.5700,134.3708660864144
0,133.8000,133.9500,133.6100,133.93139555266325
0,133.6100,134.1200,133.4700,134.0620730298785
0,133.4190,133.9100,133.4000,133.95633546470705
0,133.0900,133.4016,132.8000,133.26340400007166
0,132.8100,133.2300,132.6400,133.16665287628197
0,132.4581,132.9900,132.3500,132.95254970734567
0,132.1100,132.5900,131.8997,132.47923226140762
0,132.5000,132.5200,131.8284,132.13057058121012
0,133.0900,133.1000,132.3300,132.64014680224034
0,132.7200,133.2700,132.6700,133.27683949996106
0,133.7900,133.8300,132.1514,132.63662007669612
0,134.9000,134.9600,134.4700,134.7638116445233
0,134.7800,134.9500,134.7400,135.05199475240798
0,134.6600,134.7900,134.4200,134.7352454350232
0,134.6000,134.7300,134.5200,134.80766468275078
0,134.2900,134.6100,134.2900,134.7111103890353
0,134.4300,134.4400,134.2100,134.42844779694752
0,134.6500,134.6650,134.3200,134.56145143703353
0,134.5900,134.6900,134.5100,134.7743681686831
0,134.4800,134.6300,134.4100,134.71136144672755
0,134.3300,134.4900,134.2500,134.56070959914223
0,134.4300,134.5300,134.3400,134.60594482598776
0,134.4300,134.5250,134.2500,134.52754741789602
0,134.5500,134.6450,134.3900,134.6642143906609
0,134.8850,134.9300,134.5500,134.81581034150793
0,134.9000,134.9239,134.7800,134.9924557357408
0,134.8700,135.0400,134.7800,135.10067776011607
0,135.0300,135.0485,134.8000,135.02730549528724
0,134.8600,135.1100,134.7500,135.13620970512562
0,134.7600,134.9300,134.7400,135.04853592633484
0,134.8800,134.9000,134.6700,134.89489423242912
0,134.3300,134.9000,134.3200,134.93692949593532
0,133.9700,134.3550,133.9700,134.44127916044607
0,133.9800,134.1000,133.8600,134.1462267737531
0,134.3400,134.3400,133.9600,134.1981312552718
0,134.3750,134.4800,134.2500,134.52579815567356
0,134.3200,134.4400,134.1500,134.44513442224348
0,134.2665,134.3400,134.1400,134.3915068208267
0,134.3597,134.3700,134.2400,134.44136161636882
0,134.2450,134.3800,134.1100,134.41068929830845
0,134.1300,134.2550,134.0600,134.3416406759354
0,134.0500,134.1947,134.0300,134.3182587975318
0,133.7499,134.0600,133.7400,134.15464341383648
0,133.6300,133.7750,133.5800,133.87327555851783
0,133.7200,133.7399,133.5800,133.7917312822675
0,133.5846,133.8400,133.4900,133.87660597462514
0,133.3800,133.6150,133.3700,133.72603179342343
0,133.3241,133.4200,133.2400,133.50075342396784
0,133.3700,133.4100,133.2200,133.4487398566299
0,133.6500,133.6700,133.3600,133.59755241902263
0,133.5967,133.6800,133.4700,133.72854663108012
0,133.4467,133.6600,133.4000,133.74556105059258
0,133.3900,133.5350,133.2500,133.55854375001445
0,133.4900,133.5600,133.3705,133.61738790905562
0,133.7200,133.7500,133.4000,133.65053911013632
0,134.0435,134.0598,133.6500,133.90284029875158
0,133.9500,134.1100,133.7400,134.072733701422
0,133.9400,134.0300,133.8300,134.0911828753863
0,133.9600,134.2400,133.9190,134.31581757764928
0,133.5900,133.9800,133.4900,133.9820232352493
0,133.8750,133.9100,133.5340,133.79217253971183
0,133.5505,133.9000,133.5100,133.96031303555515
0,133.5800,133.7400,133.4500,133.76863781382187
0,133.3500,133.6100,133.2100,133.60777666649534
0,133.8800,133.9300,133.3400,133.64405730211104
0,133.9900,134.1400,133.8400,134.1546845700366
0,133.6700,134.0100,133.6700,134.10607829885276
0,133.8000,133.8750,133.6500,133.9062950219512
0,134.1700,134.2252,133.7800,134.06254797926803
0,134.0400,134.3450,134.0400,134.4492419840348
0,134.3500,134.3900,134.0100,134.27230856919704
0,134.3400,134.4200,134.2400,134.49205936375387
0,134.3165,134.4500,134.2300,134.52124509623468
0,134.6300,134.6800,134.2600,134.53548395856785
0,134.8100,135.0200,134.6200,134.98887815829642
0,134.3500,134.8200,134.1566,134.72747501102316
0,134.4100,134.5900,134.2300,134.57351077720307
0,134.4000,134.7550,134.3400,134.798700578587
0,134.0900,134.4800,133.9600,134.45763379902974
0,134.5200,134.5200,134.0600,134.3120564158774
0,135.1100,135.1317,134.4800,134.77867847958248
0,135.5329,135.5550,135.0100,135.29094320479828
0,134.8350,135.6800,134.7900,135.6268737769006
0,134.5900,134.8706,134.4800,134.88972037208583
0,134.6400,134.9400,134.4400,134.88030841527876
0,134.5500,134.7300,134.3700,134.71363657604115
0,134.1700,134.7900,134.1600,134.8155982732286
0,134.2350,134.4100,134.0400,134.38205291502402
0,133.7000,134.4400,133.2200,134.04918615035209
0,132.5200,132.6600,132.0600,132.41893442232208
0,132.3500,132.6400,132.1000,132.53909033326073
0,132.6150,132.7300,132.0998,132.4489102713996
0,132.1800,132.6700,132.1300,132.68977921899858
0,131.8800,132.3700,131.7800,132.34811178708634
0,131.7900,132.0550,131.4400,131.87638513826442
0,131.9600,132.3800,131.7600,132.2910503798381
0,132.0300,132.2300,131.7600,132.13238106256097
0,131.7500,132.1200,131.3332,131.86254800033385
0,130.9900,131.7977,130.9600,131.76188400020533
0,131.0300,131.1700,130.7800,131.10146658774852
0,131.2250,131.4600,131.0000,131.39108457909396
0,131.2200,131.3900,131.0000,131.33976356096355
0,131.3400,131.5400,131.1900,131.54111592513834
0,131.2445,131.6100,131.2050,131.66548892140491
0,131.5371,131.5800,131.2200,131.47809234996186
0,131.7908,131.9000,131.5300,131.83009974698024
0,131.6450,131.8000,131.4200,131.7493618997779
0,131.7500,131.7600,131.5800,131.78743751073497
0,131.9700,132.0800,131.7000,132.00246456346417
0,132.1600,132.1750,131.9700,132.1851280311679
0,131.9800,132.1800,131.9100,132.24792758629866
0,132.0400,132.1700,131.9500,132.23708478854547
0,131.9800,132.1200,131.8600,132.15995466645242
0,132.1850,132.2137,131.9400,132.17524748396116
0,132.3500,132.3800,132.1600,132.3869425223806
0,132.4100,132.4100,132.1900,132.3988701899479
0,132.8900,132.9300,132.3246,132.62437510074386
0,132.4534,132.9000,132.4400,132.96003883071683
0,132.5150,132.5869,132.3800,132.63015334928392
0,132.6700,132.6988,132.4138,132.65148779086755
0,132.7115,132.7900,132.5600,132.8182918784135
0,132.5448,132.7400,132.5250,132.85107254462957
0,132.6900,132.7300,132.4900,132.72673097072862
0,132.5200,132.7100,132.4200,132.75581158312545
0,132.3600,132.5700,132.2907,132.6366111198481
0,132.8400,132.8400,132.3100,132.57258982165752
0,132.6658,132.9272,132.6500,133.02688091255567
0,132.9100,132.9600,132.6200,132.88017501074344
0,133.2500,133.2600,132.9000,133.13975304872395
0,133.2200,133.3500,133.0800,133.37674723006432
0,133.2350,133.3900,133.1901,133.48990571758387
0,133.5800,133.5800,133.1600,133.40433005691483
0,133.4600,133.5800,133.3600,133.6423186661154
0,133.3200,133.4800,133.2850,133.587060127058
0,133.2700,133.3500,133.1000,133.36314089304273
0,133.2100,133.4300,133.1869,133.53338903337422
0,133.6300,133.6600,133.0800,133.37002806977648
0,133.6600,133.7200,133.5100,133.75452545889493
0,133.5850,133.6896,133.4200,133.7016595000436
0,133.3400,133.6400,133.3400,133.74473173510503
0,133.3700,133.5300,133.2900,133.59984697853827
0,133.3300,133.4800,133.2700,133.56860767172375
0,133.4700,133.4750,133.2800,133.48854263938827
0,133.5100,133.5696,133.2200,133.48816615772057
0,133.8500,133.9000,133.4800,133.75478307932715
0,133.8400,133.9298,133.5800,133.86674417996318
0,133.4900,133.9200,133.4600,133.97094042501448
0,133.2950,133.5800,133.2800,133.67562817665402
0,133.1500,133.3300,133.0300,133.36205602322863
0,133.0781,133.1857,132.9200,133.20234567632738
0,132.8900,133.1900,132.8300,133.24464994612873
0,132.9450,132.9794,132.7138,132.9517808325229
0,133.0400,133.1200,132.8200,133.0915363605495
0,133.4800,133.5500,133.0400,133.342018621764
0,133.4300,133.5700,133.2600,133.5698597200161
0,133.3900,133.5200,133.2700,133.56345913098573
0,133.1900,133.7550,133.1000,133.72578729847106
0,133.0350,133.4200,132.9500,133.43506263686527
0,133.0131,133.1500,132.8500,133.1558916361995
0,132.9900,133.1500,132.8200,133.14498937119686
0,133.5300,133.6600,132.9500,133.32272459046726
0,133.1300,133.6599,133.1300,133.71300312976518
0,132.6300,133.1600,132.4600,133.07187873918537
0,132.6500,132.9900,132.5600,133.0106456111087
0,133.4500,133.4800,132.5900,132.9331995779773
0,133.3200,133.4600,132.8300,133.19481455504132
0,133.3000,133.4900,132.0000,132.54296375100137
0,136.6300,137.0800,136.6200,137.14584607738695
0,136.5800,136.6600,136.4500,136.709233427379
0,136.7200,136.7200,136.4800,136.696183851845
0,136.7600,136.9600,136.6600,137.00738400027177
0,136.4900,137.0700,136.3850,137.02797696212332
0,136.6600,136.7400,136.4500,136.72306873167167
0,136.6600,136.9100,136.5893,136.97036583905526
0,136.0750,136.7000,136.0500,136.71377193183693
0,135.9600,136.1100,135.9300,136.2258096105375
0,136.1500,136.1500,135.9300,136.14223081605084
0,136.2050,136.2600,136.0600,136.30207083361654
0,136.2500,136.3650,136.1700,136.44750354769565
0,136.1600,136.2491,136.0500,136.3124790596799
0,136.2700,136.3250,136.1100,136.3547098813279
0,136.4500,136.5100,136.2100,136.4725162966729
0,136.3900,136.4999,136.2700,136.55055217632076
0,136.0300,136.4000,136.0100,136.47492729108447
0,136.1200,136.2300,136.0300,136.30522590715475
0,136.1000,136.2100,136.0200,136.29348750848692
0,135.9600,136.2500,135.9600,136.3593234610246
0,136.0200,136.0600,135.8200,136.0597231859486
0,135.7600,136.0400,135.7300,136.12654252113583
0,135.6600,135.9400,135.6300,136.02645266482295
0,135.5100,135.7100,135.3400,135.69830378819742
0,135.5700,135.6100,135.4700,135.69211455848756
0,135.4500,135.5734,135.3900,135.66986435034394
0,135.5000,135.6799,135.4400,135.7637674570555
0,135.4120,135.6200,135.4120,135.7471784707038
0,135.5100,135.5400,135.2600,135.50010454630043
0,135.6100,135.6600,135.5000,135.7316334378968
0,135.6100,135.6600,135.5200,135.74819258308622
0,135.6100,135.7700,135.5700,135.87497805032638
0,135.6200,135.7045,135.5600,135.8098209442034
0,135.7000,135.7000,135.5000,135.70838560783216
0,135.8400,135.8400,135.5050,135.73673717664167
0,135.7850,135.9000,135.5900,135.8868706310015
0,135.9400,135.9800,135.7500,135.98793087349299
0,135.9396,135.9800,135.8100,136.0378496329189
0,136.1400,136.1500,135.9100,136.13170476730363
0,136.1700,136.2700,136.0100,136.28955131766952
0,136.1800,136.2200,136.0600,136.2861035368069
0,136.3800,136.4050,135.9800,136.24281145256276
0,136.3100,136.4160,136.2000,136.47573248516835
0,136.3450,136.3900,136.1000,136.35163839702875
0,136.1800,136.3700,136.1000,136.4356594693675
0,136.2450,136.2600,136.0300,136.25309973006364
0,136.0300,136.2686,135.8500,136.24045475501794
0,135.8709,136.0900,135.7500,136.1150071741752
0,135.8100,136.0350,135.7749,136.12967106513568
0,135.7400,135.8300,135.5100,135.79344541788225
0,135.6600,135.7600,135.5700,135.83705005863658
0,135.6600,135.7800,135.5600,135.84429550499945
0,135.7700,135.7989,135.5900,135.8174413048343
0,135.8900,136.0100,135.7100,136.0082655937615
0,135.8400,135.9650,135.7500,136.0366180736968
0,136.0600,136.0600,135.7700,135.99419293720626
0,135.9100,136.1800,135.8200,136.2192373605582
0,135.7300,135.9836,135.7300,136.10086125700212
0,135.5600,135.8400,135.5600,135.95120152629414
0,135.5400,135.7100,135.4900,135.8043980877914
0,135.8300,135.9016,135.5300,135.81128626295992
0,135.7100,135.8800,135.5800,135.9083142627657
0,135.7700,135.9000,135.5900,135.89592027566476
0,135.9200,135.9200,135.5900,135.82094884798937
0,135.8100,136.0500,135.6800,136.06274168543013
0,136.3100,136.3100,135.6300,135.92151424679497
0,136.3700,136.4900,136.2400,136.53009476703704
0,136.1500,136.4000,136.1000,136.47704628713043
0,136.2550,136.3900,136.0300,136.3479792568456
0,136.4300,136.5000,136.1600,136.43542211710493
0,136.5800,136.7500,136.3000,136.65490242376745
0,136.8200,137.1100,136.5100,136.96342947487972
0,136.7300,137.0097,136.6300,137.0392242439238
0,136.7020,137.0900,136.6900,137.16812730064484
0,137.3100,137.3200,136.5900,136.89705702902407
0,137.4800,137.5400,137.1800,137.45376438112763
0,137.1700,137.5600,136.8100,137.34997120378924
0,138.0900,138.3200,137.0200,137.55874807598332
0,138.1400,138.3400,137.9800,138.33894658182174
0,138.4300,138.4300,138.0800,138.3166450962541
0,138.6733,138.7837,138.4300,138.7342048608947
0,138.7700,138.8700,138.4550,138.7635542065873
0,138.3500,138.7800,138.2500,138.7773504336591
0,138.6100,138.7600,138.1650,138.53458854014934
0,138.6300,138.9200,138.4400,138.87441074527993
0,138.4000,138.6800,138.3400,138.74407601001263
0,138.0100,138.5300,137.9300,138.52346665269368
0,138.0000,138.2400,137.8700,138.2547095386829
0,138.1900,138.3400,137.9400,138.2756628092319
0,138.2000,138.2700,137.8900,138.17389428346468
0,138.3100,138.3200,138.0300,138.26225678632028
0,138.4250,138.5500,138.2800,138.57840321011471
0,137.7500,138.4500,137.6800,138.4112377694929
0,137.6800,137.9600,137.5800,137.99031075418083
0,138.0600,138.0600,137.6600,137.90491476492275
0,138.3800,138.3816,137.7600,138.0442937095571
0,138.1800,138.4600,138.0100,138.43280302758245
0,138.7300,138.7400,137.9375,138.25830608735583
0,138.7800,138.8600,138.4500,138.74561881436895
0,138.4400,138.8000,137.8700,138.42395382603803
0,138.5000,138.8500,138.3100,138.79086898894585
0,138.8900,139.0776,138.4400,138.83988738716837
0,138.2400,139.0600,138.2400,139.05278518733456
0,139.4000,139.5100,138.2350,138.69811914028733
0,139.0500,139.5176,138.9500,139.5071664634897
0,139.0809,139.6369,138.7000,139.37414161869754
0,139.3748,139.8406,139.0100,139.61161798278005
0,139.5000,140.2400,139.3300,140.11106456693696
0,140.8150,140.8300,139.5200,139.93301232333545
0,140.7800,140.8300,140.7300,140.95595644484266
0,140.7750,140.8400,140.7500,140.98329464773195
0,140.7487,140.8000,140.6800,140.91015464529687
0,140.6900,140.7500,140.6400,140.87363808363978
0,140.6500,140.7200,140.6350,140.87034315467488
0,140.6500,140.6725,140.4297,140.66349160928135
0,140.6800,140.7400,140.6333,140.86636135696477
0,140.7150,140.7350,140.6600,140.86347072350554
0,140.6100,140.7287,140.5900,140.86397084701406
0,140.6490,140.6500,140.5700,140.76279167610204
0,140.5650,140.6450,140.5411,140.78566046667845
0,140.4800,140.5900,140.4400,140.71054150537134
0,140.3800,140.5050,140.2600,140.5558588325189
0,140.5100,140.5400,140.3800,140.60395223308257
0,140.3900,140.5300,140.3800,140.66858688091017
0,140.4000,140.5350,140.3600,140.64987589401795
0,140.5741,140.5750,140.3400,140.559330577685
0,140.7000,140.8000,140.5300,140.8153422360498
0,140.8800,140.8800,140.6700,140.88476059224632
0,140.7700,140.9383,140.7000,141.02121880115592
0,140.6700,140.7700,140.5900,140.85983143250826
0,140.7700,140.7900,140.5400,140.77362762407026
0,140.7800,140.8000,140.6500,140.86643233564865
0,140.5000,140.7900,140.5000,140.90340293763086
0,140.4500,140.5401,140.4100,140.6650671546147
0,140.4200,140.4600,140.3300,140.55475216225858
0,140.2700,140.5400,140.2700,140.65767124915357
0,140.3800,140.4050,140.1600,140.395438011784
0,140.3000,140.5425,140.2500,140.62495344200724
0,140.2150,140.3300,140.1300,140.41192656420532
0,139.7800,140.2300,139.7800,140.3069561238384
0,139.6700,139.8400,139.5200,139.85531342756767
0,139.3900,139.6700,139.3600,139.7598043052946
0,139.4800,139.5301,139.3400,139.5803497845172
0,139.4000,139.5600,139.2200,139.5524695882599
0,139.2000,139.4100,139.1631,139.50958310685823
0,139.0400,139.2000,139.0000,139.30806012185928
0,138.8650,139.0850,138.7100,139.08426284534528
0,139.1200,139.1350,138.7100,138.9692314334631
0,138.6800,139.1900,138.6700,139.24426318867432
0,138.8000,138.8975,138.6034,138.88967067563277
0,138.4200,138.8300,138.3200,138.8318883141206
0,138.5400,138.6700,138.4000,138.70152758591132
0,138.5800,138.6658,138.3100,138.59961879280905
0,138.2650,138.5900,138.0000,138.47415475845324
0,138.1700,138.7700,138.1700,138.81194707938226
0,137.6800,138.2200,137.6600,138.25837258138688
0,136.4100,136.5000,136.2100,136.4888861729629
0,136.6150,136.6700,136.3700,136.62964351855243
0,136.9200,136.9600,136.5450,136.81563937235745
0,136.8600,136.9900,136.6500,136.96206099169143
0,136.8299,137.0900,136.7800,137.16548015050148
0,137.2500,137.2500,136.7800,137.0362299206252
0,137.5000,137.6100,137.1800,137.49603575459474
0,137.2300,137.5800,137.1100,137.57768482193484
0,137.2000,137.3600,136.7300,137.11038514412928
0,137.2700,137.3400,136.9600,137.2430586197546
0,137.2100,137.6400,137.1700,137.68600350726012
0,138.5000,139.0100,138.4650,139.04340251582434
0,138.6135,138.7900,138.3300,138.6923774326436
0,138.7400,138.9900,138.7000,139.07765313822958
0,138.9600,138.9800,138.7300,138.96200122480653
0,138.7350,138.9600,138.7300,139.08222087579844
0,138.7300,138.8048,138.6900,138.93164498653002
0,138.7500,138.8300,138.7300,138.972258607911
0,138.6800,138.7500,138.6200,138.86131490863434
0,138.7600,138.7742,138.6500,138.85667412781953
0,138.7700,138.8000,138.7250,138.93276510029287
0,138.8050,138.8100,138.7100,138.90699241333192
0,138.8750,138.8850,138.8000,138.99749571267978
0,138.9150,138.9600,138.8700,139.0895391561648
0,138.9700,138.9900,138.9000,139.10448337195317
0,138.9900,139.0300,138.9500,139.16486507995742
0,138.9250,139.0000,138.8700,139.11455609763772
